Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"SAYTARR (GB)",2022,GELDING,"MEHMAS (IRE)","BAARRIJ (IRE)","James Horton",87,,,92,,,,,,,,
"SAYVA (IRE)",2020,GELDING,"HARZAND (IRE)","MAE'S CHOICE (IRE)","Jonjo & A.J. O'Neill",,,,,,,,,,115,new,
"SCAIRP DUBH (GB)",2020,GELDING,"SCORPION (IRE)","SINAMAY (USA)","Joel Parkinson & Sue Smith",,,,,,,99,,,99,,
"SCAMMER (GB)",2022,GELDING,"EXPERT EYE (GB)","SUDDEN WISH (IRE)",,43,,,,,,,,,,,
"SCARBOROUGHWARNING (GB)",2021,FILLY,"HARRY ANGEL (IRE)","SCARBOROUGH (IRE)",,72,,,,,,,,,,,
"SCARFACE (IRE)",2017,GELDING,"MILAN (GB)","CONSIDER HER LUCKY (GER)","Joe Tizzard",,,,,,,136,,,,,
"SCARFO (IRE)",2021,GELDING,"SOLDIER'S CALL (GB)","MIDSUMMER BREEZE (GB)","Bernard Llewellyn & Robert Williams",48,-1,,,,,,,,,,
"SCARLET DYNASTY (IRE)",2024,COLT,"SUPREMACY (IRE)","SCARLET PIMPERNEL (GB)","Gemma Tutty",50,new,,,,,,,,,,
"SCARLET JET (IRE)",2020,GELDING,"ELUSIVE PIMPERNEL (USA)","JET ALERT (IRE)","N. W. Alexander",,,,,,,118,,,,,
"SCARLET LETTER (IRE)",2023,FILLY,"NATHANIEL (IRE)","BELATED BREATH (GB)","David Menuisier",62,,,,,,,,,,,
"SCARLET MOON (GB)",2022,GELDING,"SEA THE MOON (GER)","STAR ROCK (GB)","Archie Watson",80,,,,,,,,,114,,
"SCARLET SUNSET (GB)",2022,FILLY,"ADVERTISE (GB)","BREVITY (USA)",,73,,,,,,,,,,,
"SCARLET WIDOW (IRE)",2022,FILLY,"SHOWCASING (GB)","ALF GUINEAS (IRE)",,50,,,,,,,,,,,
"SCAVENGERS REIGN (IRE)",2020,FILLY,"SOLDIER OF FORTUNE (IRE)","HASITEASY (IRE)",,,,,,,,,,,110,,
"SCENARIO (GB)",2022,FILLY,"TERRITORIES (IRE)","RAHAABA (IRE)","Tony Carroll",48,,,,,,,,,,,
"SCENT OF MAY (GB)",2022,FILLY,"MAYSON (GB)","AROMATHERAPY (GB)","Henry Candy",46,,,,,,,,,,,
"SCEPTIC (IRE)",2020,GELDING,"NO NAY NEVER (USA)","ALJAAZYA (USA)","Ian Williams",57,-1,,,,,,,,,,
"SCHEFFLER (IRE)",2023,GELDING,"STARMAN (GB)","ROSTEDAN (IRE)","Adrian Nicholls",58,,,,,,,,,,,
"SCHEMAYA (IRE)",2022,FILLY,"GHAIYYATH (IRE)","SHENOYA (FR)","Richard Hannon",72,,,,,,,,,,,
"SCHEMING (GB)",2022,FILLY,"MASAR (IRE)","MICAELA'S MOON (USA)","Chris Dwyer",44,,,,,,,,,,,
"SCHMILSSON (GB)",2019,GELDING,"MUHAARAR (GB)","ZEE ZEE TOP (GB)","Olly Murphy",,,,,,,120,,,,,
"SCHOOL FOR SCANDAL (FR)",2015,GELDING,"DOCTOR DINO (FR)","SCHOOL OF THOUGHT (FR)","Joe Tickle",,,,,,,75,,,,,
"SCHRODINGER'S CAT (GB)",2023,GELDING,"ARDAD (IRE)","SINGYOURSONG (IRE)","Grant Tuer",94,,,,,,,,,,,
"SCINTILLANTE (GB)",2020,GELDING,"ROARING LION (USA)","FREESIA (IRE)","Alastair Ralph",,,,,,,,,,105,,
"SCOMMESSA SICURA (IRE)",2024,FILLY,"CRACKSMAN (GB)","PURE ART (GB)","Andrew Balding",97,+6,,,,,,,,,,
"SCOPIC (GB)",2021,GELDING,"TELESCOPE (IRE)","CHESABEL (GB)","Ben Haslam",,,,,,,,,,59,,
"SCORESBY (GB)",2017,GELDING,"MILLENARY (GB)","LEWESDON DUCHESS (GB)","Harry Ryall",,,,,,,,,,92,,
"SCORO (FR)",2020,GELDING,"PETILLO (FR)","CACNEA (FR)","L J Morgan",,,,,,,,,,74,,
"SCORPIO RISING (IRE)",2020,GELDING,"JUKEBOX JURY (IRE)","SIXOFONE (IRE)","Olly Murphy",,,,,,,,,,137,,
"SCORSESE (IRE)",2018,GELDING,"SHIROCCO (GER)","NOVA DESTINY (GB)","Neil Mulholland",,,,,,,122,,,,,
"SCOTS POET (GB)",2016,GELDING,"YEATS (IRE)","BLUE NYMPH (GB)","Ewan Whillans",,,,,,,,,,100,,
"SCOTTISH ANTHEM (GB)",2019,GELDING,"LOPE DE VEGA (IRE)","LOCH MA NAIRE (IRE)","Stuart Edmunds",79,-4,,,,,,,,108,,
"SCOTTISH DANCER (IRE)",2019,GELDING,"HIGHLAND REEL (IRE)","DESTALINK (GB)","Tim Reed",76,,,,,,,,,94,,
"SCOTTISH KING (IRE)",2016,GELDING,"IMPERIAL MONARCH (IRE)","THANKS BOBBY (IRE)","Richard Armson",,,,,,,105,,,,,
"SCOVILLE (GB)",2022,GELDING,"TOO DARN HOT (GB)","RIBBONS (GB)","William Haggas",95,-1,,,,,,,,,,
"SCRIABIN (FR)",2020,GELDING,"FLY WITH ME (FR)","STARLIN (FR)","Lucinda Russell & Michael Scudamore",,,,,,,,,,110,,
"SCRUMPYJACK (GB)",2021,GELDING,"JACK HOBBS (GB)","APPLE DAYS (GB)",,,,,,,,,,,61,,
"SCUDAMORE (FR)",2017,GELDING,"DAWN APPROACH (IRE)","EMIRATES COMFORT (IRE)",,,,,,,,,,,91,,
"SCUTARI (GB)",2023,COLT,"SHOWCASING (GB)","CONTINENTAL DRIFT (USA)","K. R. Burke",82,,,,,,,,,,,
"SEA AND SUN (GB)",2023,COLT,"SEA THE MOON (GER)","CONTRIVE (IRE)","Charlie Johnston",78,,,,,,,,,,,
"SEA COOKIE (IRE)",2023,GELDING,"DARK ANGEL (IRE)","TALAAQY (IRE)","Tom Clover",83,-1,,,,,,,,,,
"SEA FORCE (IRE)",2022,GELDING,"SEA THE STARS (IRE)","PRETTY BABY (IRE)",,93,,,,,,,,,,,
"SEA FOUNDER (GB)",2022,GELDING,"SEA THE MOON (GER)","MULLEIN (GB)","Richard Hughes",79,+2,,,,,,,,,,
"SEA HER EXCEL (GB)",2023,FILLY,"BUNGLE INTHEJUNGLE (GB)","CIRENCESTER (GB)","Ivan Furtado",67,,,,,,,,,,,
"SEA IDOL (GB)",2024,GELDING,"SEA THE MOON (GER)","NEW ENGLAND WAVE (FR)","Sir Mark Prescott Bt",77,,,,,,,,,,,
"SEA INVASION (IRE)",2018,GELDING,"SEA MOON (GB)","ALOHA IWANAGA (GER)",,,,,,,,114,,,114,,
"SEA JUST IN TIME (IRE)",2021,FILLY,"SEA THE STARS (IRE)","MY TIMING (GB)",,93,,,,,,,,,,,
"SEA LANTERN (GB)",2022,GELDING,"SEA THE STARS (IRE)","CANDLE LIT (IRE)","Brian Ellison",85,,,,,,,,,,,
"SEA LEGEND (FR)",2020,GELDING,"SEA THE STARS (IRE)","DAME DU ROI (IRE)","Jim Goldie",69,,,,,,,,,,,
"SEA MASTER (GB)",2020,GELDING,"SEA THE STARS (IRE)","ALTESSE (GB)","Ruth Carr",58,,,,,,,,,,,
"SEA MEHALAH RUN (GB)",2023,FILLY,"CAMELOT (GB)","BIRDWOOD (GB)",,50,,,,,,,,,,,
"SEA MIRAGE (IRE)",2024,GELDING,"NAVAL CROWN (GB)","WINTER OASIS (IRE)","Kevin Ryan",71,-3,,,,,,,,,,
"SEA OF CHARM (FR)",2018,FILLY,"CHARM SPIRIT (IRE)","SEA MEETS SKY (FR)","Georgina Nicholls",58,,,,,,,,,,,
"SEA OF KINGS (IRE)",2022,GELDING,"SEA THE STARS (IRE)","HOLY MOON (IRE)","Harry Eustace",83,,,,,,,,,,,
"SEA OF SARDINIA (GB)",2024,FILLY,"CATURRA (IRE)","CHANDRESH (GB)","Hayley Burton",43,,,,,,,,,,,
"SEA PALACE (GB)",2024,COLT,"HAVANA GREY (GB)","BAILEYS JUBILEE (GB)","Ollie Sangster",73,,,,,,,,,,,
"SEA SCOUT (IRE)",2022,GELDING,"SEA THE STARS (IRE)","WO DE XIN (GB)","Simon & Ed Crisford",108,,,,,,,,,,,
"SEA SUITE (IRE)",2022,GELDING,"SEA THE STARS (IRE)","SWEET AFFECTION (IRE)","James Owen",82,,,,,,,,,,,
"SEA THE CLOUDS (IRE)",2017,GELDING,"BORN TO SEA (IRE)","LEO'S SPIRIT (IRE)","James Moffatt",,,,,,,,,,116,,
"SEA THE LIGHT (IRE)",2022,GELDING,"SEA THE STARS (IRE)","SOLTADA (IRE)","John Butler",69,,,,,,,,,,,
"SEA THE POWER (FR)",2023,COLT,"SEA THE MOON (GER)","DOSILA (GB)","Seb Spencer",76,,,,,,,,,,,
"SEA THRIFT (IRE)",2019,FILLY,"BULLET TRAIN (GB)","SYNTHE DAVIS (FR)","Daisy Hitchins",,,,,,,98,,,,,
"SEA VENTURE (IRE)",2024,FILLY,"SEA THE STARS (IRE)","NECTAR DE ROSE (FR)","George Scott",87,,,,,,,,,,,
"SEA WARRIOR (IRE)",2019,GELDING,"AFFINISEA (IRE)","PRINCESS'S CHOICE (IRE)","Joe Tizzard",,,,,,,,,,97,,
"SEACOLE (IRE)",2023,FILLY,"SEA THE STARS (IRE)","CRIMEAN QUEEN (GB)","Ralph Beckett",77,,,,,,,,,,,
"SEACRUISER (IRE)",2022,GELDING,"SEA THE STARS (IRE)","CRIMEAN QUEEN (GB)","Ralph Beckett",100,,,,,,,,,,,
"SEAGOLAZO (IRE)",2022,GELDING,"HAVANA GREY (GB)","SOHO SUSIE (IRE)",,84,,,,,,,,,,,
"SEAGULLS ELEVEN (IRE)",2022,GELDING,"GALILEO GOLD (GB)","THRILLED (IRE)","Hugo Palmer",114,,,,,,,,,,,
"SEAHOUSES (GB)",2020,GELDING,"SEA THE MOON (GER)","CEILIDH HOUSE (GB)","Barry Brennan",,,,,,,,,,88,,
"SEAMOON STORY (IRE)",2021,GELDING,"SEA MOON (GB)","BALLY BOLSHOI (IRE)","Charlie Longsdon",,,,,,,,,,125,,
"SEAN (GER)",2017,COLT,"EXCELEBRATION (IRE)","SHARIN (GER)","Jamie Osborne",89,,,,,,,,,,,
"SEAN OG (IRE)",2018,GELDING,"GETAWAY (GER)","GENESTA (IRE)","Dianne Sayer",,,,,,,111,,,,,
"SEANCE (GB)",2023,FILLY,"DARK ANGEL (IRE)","KINEMATIC (GB)",,59,,,,,,,,,,,
"SEANIECON (IRE)",2021,GELDING,"CAPRI (IRE)","ABIGAIL LYNCH (IRE)","Jonjo & A.J. O'Neill",,,,,,,,,,127,,
"SEAPEARL (GB)",2023,FILLY,"CALYX (GB)","FINEST (IRE)","Oliver Cole",55,,,,,,,,,,,
"SEARCHINGTHEBLUES (GB)",2022,FILLY,"DUE DILIGENCE (USA)","BLUE LYRIC (GB)","Mark Usher",60,,,,,,,,,,,
"SEASMOKE (IRE)",2018,FILLY,"FLEMENSFIRTH (USA)","TOPS ISLAND (FR)","Billy Aprahamian",,,,,,,89,,,89,,
"SEATHEGULLS (GB)",2024,GELDING,"TWILIGHT SON (GB)","ZAHRAT NARJIS (GB)","Gary & Josh Moore",65,,,,,,,,,,,
"SEATOIT (IRE)",2019,GELDING,"AFFINISEA (IRE)","SARATOGANE (FR)",,,,,,,,,,,110,,
"SEATTLE CHIEF (GB)",2023,GELDING,"SERGEI PROKOFIEV (CAN)","SHOWSTOPPA (GB)",,65,,,,,,,,,,,
"SEAVIEW ROCK (GB)",2020,GELDING,"SADDLER'S ROCK (IRE)","SECRET DOOR (IRE)","Charles & Adam Pogson",,,,,,,116,,,,,
"SECOND AVENUE (GB)",2023,GELDING,"WOODED (IRE)","CRACKER (GB)",,41,,,,,,,,,,,
"SECOND COLLECTION (GB)",2016,FILLY,"DELEGATOR (GB)","QUELLE AFFAIRE (GB)",,47,,,,,,,,,,,
"SECOND FIDDLE (IRE)",2019,FILLY,"FULBRIGHT (GB)","SOMEDAYSRDIAMONDS (GB)","Iain Jardine",64,,,,,,,,,,,
"SECOND SUBALTERN (USA)",2016,GELDING,"DECLARATION OF WAR (USA)","QUEEN OF THE NIGHT (GB)","Miss V. Thompson",,,,,,,86,,,,,
"SECONDS COUNT (GB)",2022,FILLY,"TIME TEST (GB)","SENTARIL (GB)","Dr Richard Newland",49,,,,,,,,,,,
"SECRET ALLIANCE (GB)",2022,GELDING,"SHOWCASING (GB)","ROMP (GB)",,52,,,,,,,,,,,
"SECRET BEACH (IRE)",2021,GELDING,"FOOTSTEPSINTHESAND (GB)","DUBAI (IRE)","Donald McCain",78,,,,,,,,,,,
"SECRET DES DIEUX (FR)",2020,GELDING,"ZARAK (FR)","SABLE ISLAND (FR)","James Owen",,,,,,,142,,,,,
"SECRET FLITE (GB)",2024,FILLY,"WITHOUT PAROLE (GB)","LIMELITE (IRE)","Tom Ward",64,new,,,,,,,,,,
"SECRET FORCE (IRE)",2022,GELDING,"FRANKEL (GB)","DUNEFLOWER (IRE)","Adrian Keatley",81,,,,,,,,,126,,
"SECRET GUEST (GB)",2020,GELDING,"HAVANA GREY (GB)","LADY MACDUFF (IRE)","Bryan Smart",72,-1,,,,,,,,,,
"SECRET HANDSHEIKH (GB)",2018,GELDING,"MAYSON (GB)","DESCRIPTIVE (IRE)","John Gallagher",64,,,,,,,,,,,
"SECRET HARVEST (GB)",2023,FILLY,"TASLEET (GB)","KEEP THE SECRET (GB)","Conrad Allen",65,,,,,,,,,,,
"SECRET HISTORY (IRE)",2023,FILLY,"ARDAD (IRE)","GUMRIYAH (GB)","Ed Walker",83,,,,,,,,,,,
"SECRET MISTRAL (GB)",2020,FILLY,"PEARL SECRET (GB)","BEAU MISTRAL (IRE)","Tony Carroll",81,,,,,,,,,,,
"SECRET OATH (IRE)",2023,FILLY,"LOPE DE VEGA (IRE)","BLETCHLEY (GB)",,69,,,,,,,,,,,
"SECRET OF LIFE (GB)",2023,FILLY,"PINATUBO (IRE)","BE MY GAL (GB)","Ralph Beckett",102,,,,,,,,,,,
"SECRET OF LOVE (GB)",2022,FILLY,"SEA THE MOON (GER)","SO IN LOVE (GB)",,93,,,,,,,,,,,
"SECRET RIVAL (IRE)",2024,FILLY,"ARDAD (IRE)","FLORIDA FILLY (IRE)","Ed Walker",59,-3,,,,,,,,,,
"SECRET ROAD (IRE)",2018,GELDING,"GUTAIFAN (IRE)","SECRET PATH (IRE)","Samantha & Jacqueline Coward",59,,,,,,,,,,,
"SECRET SANTA (IRE)",2023,COLT,"LUCKY VEGA (IRE)","GILDED (IRE)","Richard Hannon",87,,,,,,,,,,,
"SECRET SECRET (IRE)",2016,GELDING,"BORN TO SEA (IRE)","MAUGHAMI (GB)","James Moffatt",,,,,,,,,,97,,
"SECRET SNIPER (GB)",2021,GELDING,"STIMULATION (IRE)","TRIGGER POINT (GB)","Hughie Morrison",,,,,,,,,,108,,
"SECRET SQUIRREL (GB)",2019,GELDING,"STIMULATION (IRE)","TRIGGER POINT (GB)","Hughie Morrison",,,,,,,,,,126,,
"SECRET TESTIMONY (GB)",2023,GELDING,"TIME TEST (GB)","SEA OF SECRETS (IRE)","Declan Carroll",52,,,,,,,,,,,
"SECRET TRIX (GB)",2017,GELDING,"KAYF TARA (GB)","BOX OF TRIX (IRE)","Olly Murphy",,,,,,,,,,120,-1,collateral
"SECRET VINO (GB)",2020,GELDING,"SCHIAPARELLI (GER)","BONNET'S VINO (GB)","Tom Ellis",,,,,,,,,,113,,
"SECRETINTHESKY (IRE)",2023,FILLY,"STARMAN (GB)","SILENT SECRET (IRE)","Julie Camacho",55,,,,,,,,,,,
"SEDEIRAH (IRE)",2023,FILLY,"PALACE PIER (GB)","RAWDAA (GB)","Edward Bethell",67,,,,,,,,,,,
"SEDGEMOOR (IRE)",2021,GELDING,"CHURCHILL (IRE)","KEMBLE (IRE)","John Ryan",51,,,,,,,,,,,
"SEE BLUE (IRE)",2023,GELDING,"BLUE POINT (IRE)","DEW LINE (IRE)","Max Comley",86,,,,,,,,,,,
"SEE PARIS (GER)",2020,GELDING,"COUNTERATTACK (AUS)","SCOUTING (IRE)",,59,,,,,,,,,,,
"SEE THAT SPARK (GB)",2023,GELDING,"HAVANA GOLD (IRE)","SPARK FURY (GB)",,67,,,,,,,,,,,
"SEE THE FIRE (GB)",2021,FILLY,"SEA THE STARS (IRE)","ARABIAN QUEEN (IRE)","Andrew Balding",113,,,,,,,,,,,
"SEED YA LATER (IRE)",2024,FILLY,"BUNGLE INTHEJUNGLE (GB)","MULBERRY SEED (IRE)","Jack Channon",67,,,,,,,,,,,
"SEEING STARS (GB)",2023,FILLY,"BATED BREATH (GB)","SEEING RED (IRE)","William Knight",66,-1,,,,,,,,,,
"SEEKING CHARLES (FR)",2021,GELDING,"OLYMPIC GLORY (IRE)","MARIE CUDDY (IRE)","Mark Usher",67,,,,,,,,,,,
"SEEKINGRAINBOWS (GB)",2018,FILLY,"RECHARGE (IRE)","LOOK HERE'S MAY (GB)","Sarah Hollinshead",,,,,,,,,,60,,
"SEET (GB)",2023,FILLY,"TOO DARN HOT (GB)","ZERO GRAVITY (GB)","John & Thady Gosden",96,,,,,,,,,,,
"SEEYAINTHESUNINN (GB)",2020,GELDING,"WINGS OF EAGLES (FR)","LOXHILL LADY (GB)","Micky Hammond",,,,,,,,,,88,,
"SEEYOUINMYDREAMS (GB)",2018,FILLY,"TELESCOPE (IRE)","SIERRA (FR)","Tom Ellis",,,,,,,119,,,119,,
"SELECTION (IRE)",2022,FILLY,"COTAI GLORY (GB)","MAGHZAA (IRE)","Ivan Furtado",75,,,,,,,,,,,
"SELENIC (IRE)",2022,FILLY,"SEA THE MOON (GER)","BANTAM (IRE)",,73,,,,,,,,,,,
"SEMELE (GB)",2022,FILLY,"BOBBY'S KITTEN (USA)","TEMPLE OF THEBES (IRE)","Lucy Wadham",60,,,,,,,,,,,
"SEMPER FEMINA (IRE)",2023,FILLY,"LUCKY VEGA (IRE)","SUPREME SEDUCTRESS (IRE)","Richard Hannon",66,,,,,,,,,,,
"SEMSER (GB)",2017,GELDING,"SIYOUNI (FR)","SERRES (IRE)","Gary & Josh Moore",50,,,,,,,,,,,
"SENATOR (FR)",2022,GELDING,"DOCTOR DINO (FR)","PRESIDENTE LINE (FR)","Jamie Snowden",,,,,,,,,,111,,
"SENOR CAMPANARO (IRE)",2023,GELDING,"PALACE PIER (GB)","AXANA (GER)","David Killahena & Graeme McPherson",64,,,,,,,,,,,
"SENOR CORTEZ (IRE)",2021,GELDING,"SEA THE STARS (IRE)","LILLIAN RUSSELL (IRE)","John Butler",88,+7,,,,,,,,,,
"SENOR DIAZ (IRE)",2019,GELDING,"RED JAZZ (USA)","BLASE CHEVALIER (IRE)","Jimmy Frost",,,,,,,64,,,64,,
"SENORITA BONITA (IRE)",2024,FILLY,"STARSPANGLEDBANNER (AUS)","BELICIOUS (IRE)","Simon & Ed Crisford",107,,,,,,,,,,,
"SENSE OF REASON (GB)",2021,GELDING,"IFFRAAJ (GB)","SENSIBILITY (GB)","Charlie Fellowes",,,,,,,,,,102,,
"SENSE OF WORTH (IRE)",2016,GELDING,"STREET SENSE (USA)","DESERT SONG (USA)",,48,,,55,,,,,,,,
"SENSEOFENTITLEMENT (IRE)",2020,GELDING,"EL KABEIR (USA)","AMURRA (GB)","Paddy Butler",42,,,,,,,,,,,
"SEQUEL STAR (IRE)",2024,FILLY,"COTAI GLORY (GB)","DADDIES GIRL (IRE)","Ed Walker",69,,,,,,,,,,,
"SEQUENTIAL (GB)",2023,FILLY,"CHARMING THOUGHT (GB)","LULEA (GB)",,34,,,,,,,,,,,
"SERAGLIO POINT (GB)",2023,COLT,"GOLDEN HORN (GB)","TIOGA PASS (GB)","Hughie Morrison",60,,,,,,,,,,,
"SERAPHIC (IRE)",2020,GELDING,"DUBAWI (IRE)","ELLE GALANTE (GER)","David Killahena & Graeme McPherson",67,,,,,,,,,92,,
"SERAPHIM ANGEL (GB)",2022,FILLY,"SERGEI PROKOFIEV (CAN)","SILVERY BLUE (GB)",,77,,,,,,,,,,,
"SEREN STAR (IRE)",2022,FILLY,"PROFITABLE (IRE)","SEREN DEVIOUS (GB)","William Haggas",91,,,,,,,,,,,
"SERENETTA (GB)",2023,FILLY,"KINGMAN (GB)","EMULOUS (GB)","Ralph Beckett",81,new,,,,,,,,,,
"SERENGETI (FR)",2022,COLT,"WOOTTON BASSETT (GB)","HOLY ROMAN EMPRESS (IRE)","Micky Fenton",95,,,,,,,,,,,
"SERENITY BLUE (GB)",2022,GELDING,"LOPE DE VEGA (IRE)","MOI MEME (GB)","James Horton",80,,,,,,,,,,,
"SERENITY DREAM (IRE)",2021,GELDING,"NIGHT OF THUNDER (IRE)","PLAYFULL SPIRIT (GB)","Tony Carroll",74,,,,,,,,,,,
"SERGEANT CHAOS (GB)",2023,GELDING,"STARSPANGLEDBANNER (AUS)","GLENMAYNE (IRE)",,63,,,,,,,,,,,
"SERGEANT MAYER (IRE)",2021,GELDING,"SOLDIER'S CALL (GB)","SUEDEHEAD (GB)","Nigel Tinkler",59,,,,,,,,,,,
"SERGEANT PEP (IRE)",2020,GELDING,"KODIAC (GB)","LIGHT GLASS (IRE)","Clive Cox",79,,,,,,,,,,,
"SERGEANT WILKO (IRE)",2021,GELDING,"BUNGLE INTHEJUNGLE (GB)","LADY SPANGLES (IRE)","Kevin Ryan",86,,,,,,,,,,,
"SERGEI BREEZE (GB)",2023,GELDING,"SERGEI PROKOFIEV (CAN)","BAHAMIAN BIRD (GB)","Kathy Turner",73,new,,,,,,,,,,
"SERIOUS CHALLENGE (IRE)",2020,GELDING,"FRACAS (IRE)","DUSHLAN (IRE)","Fergal O'Brien",,,,,,,,,,136,,
"SERIOUS CHAT (IRE)",2019,GELDING,"DOYEN (IRE)","MATHINE (FR)","Donald McCain",,,,,,,,,,131,,
"SERIOUS LOOK (IRE)",2020,GELDING,"DARK ANGEL (IRE)","FREGATE FIRST (GB)","Thomas Faulkner",71,,,,,,,,,,,
"SERIOUS OPERATOR (IRE)",2017,GELDING,"MALINAS (GER)","IDRATHER NOT SAY (IRE)","Lucinda Russell & Michael Scudamore",,,,,,,,,,124,,
"SERRAGASSO (GB)",2023,GELDING,"ACLAIM (IRE)","QUALIFICATION (USA)","Clare Hobson",52,,,,,,,,,,,
"SERVICE MINIMUM (FR)",2020,FILLY,"DOCTOR DINO (FR)","ZANZIBELLE (FR)","Dan Skelton",,,,,,,,,,126,,
"SERVICEMAN (IRE)",2022,GELDING,"WOOTTON BASSETT (GB)","ELIZABETHOFARAGON (IRE)",,67,,,,,,,,,,,
"SETTLE DOWN JILL (IRE)",2020,FILLY,"AFFINISEA (IRE)","AZAILA (GB)",,,,,,,,110,,,,,
"SEU JO (IRE)",2023,COLT,"NANDO PARRADO (GB)","FLEETING PRINCESS (GB)","Jim Boyle",65,-2,,,,,,,,,,
"SEVARANA (IRE)",2020,FILLY,"SHANTOU (USA)","EVA LA DIVA (IRE)","Richard Bandey",,,,,,,,,,104,,
"SEVEN FIRES (IRE)",2022,FILLY,"SIOUX NATION (USA)","BAMBOO QUEEN (IRE)",,71,,,,,,,,,,,
"SEVEN OF HEARTS (GB)",2023,FILLY,"SHOWCASING (GB)","HAND ON MY HEART (GB)",,55,,,,,,,,,,,
"SEVEN QUESTIONS (IRE)",2021,GELDING,"KODIAC (GB)","GET UP AND DANCE (GB)","Robert Cowell",86,,,,,,,,,,,
"SEVEN SISTERS (GB)",2023,FILLY,"KINGMAN (GB)","ALINA (IRE)","Ralph Beckett",81,,,,,,,,,,,
"SEVENKINGSMUSTDIE (IRE)",2022,GELDING,"SEA THE STARS (IRE)","VANDELLA (IRE)","Alan King",57,,,,,,,,,,,
"SEVENTY (GB)",2022,COLT,"GHAIYYATH (IRE)","LITTLE BECKY (GB)",,70,,,,,,,,,,,
"SEX ON FIRE (IRE)",2022,GELDING,"DARK ANGEL (IRE)","INTENSE ROMANCE (IRE)",,83,,,,,,,,,,,
"SEXY CHICK (GB)",2024,FILLY,"HAVANA GREY (GB)","MOLLY KOOL (GB)","Richard Spencer",84,,,,,,,,,,,
"SHAATIR (GB)",2023,GELDING,"HAVANA GREY (GB)","COLOURING (GB)","Archie Watson",90,,,,,,,,,,,
"SHABAB AL AHLI (GB)",2023,COLT,"FRANKEL (GB)","KOORA (GB)","Charlie Appleby",94,,,,,,,,,,,
"SHABALKO D'HERM (FR)",2020,GELDING,"BALKO (FR)","SHAMAYA ROSAIRES (FR)","Nigel & Willy Twiston-Davies",,,,,,,,,,120,,
"SHABTI (GB)",2023,FILLY,"WITHOUT PAROLE (GB)","PETITS FOURS (GB)",,55,,,,,,,,,,,
"SHABU SHABU (IRE)",2022,GELDING,"AUSTRALIA (GB)","SATURDAY GIRL (GB)","Matt Crawley",50,,,,,,,,,,,
"SHADE OF WINTER (IRE)",2020,GELDING,"AFFINISEA (IRE)","SHER'S ADAMANT (IRE)",,,,,,,,,,,117,,
"SHADER (GB)",2021,GELDING,"SHAMARDAL (USA)","SHUTTER SPEED (GB)","John & Thady Gosden",114,,,,,,,,,,,
"SHADES OF MAY (GB)",2020,GELDING,"MAYSON (GB)","SHADES OF SILK (GB)","Mark Usher",53,,,,,,,,,,,
"SHADOW BRIGADE (IRE)",2023,GELDING,"ACCLAMATION (GB)","MOHASSAN (IRE)",,78,,,,,,,,,,,
"SHADOW CHASER (IRE)",2019,GELDING,"MAHLER (GB)","MYSHALL ANNIE (IRE)","Mark Walford",,,,,,,97,,,97,,
"SHADOW DANCE (GB)",2020,GELDING,"ALMANZOR (FR)","SKYLINE DANCER (GB)","Rebecca Menzies",89,,,,,,,,,,,
"SHADOW KING (IRE)",2024,COLT,"DARK ANGEL (IRE)","LADY OF DUBAI (GB)","Richard Hannon",89,,,,,,,,,,,
"SHADOW RUN (IRE)",2023,GELDING,"MEHMAS (IRE)","SHOSHONI WIND (GB)","Scott Dixon",71,-1,,,,,,,,,,
"SHADOWFAX OF ROHAN (IRE)",2020,GELDING,"SHOLOKHOV (IRE)","THREE WOOD (IRE)","Patrick Neville",,,,,,,92,,,86,,
"SHADOWMERE (IRE)",2023,COLT,"SEA THE MOON (GER)","MAGICAL FIRE (IRE)","George Baker",68,-1,,,,,,,,,,
"SHADY BAY (IRE)",2021,FILLY,"NEW BAY (GB)","SOFT LIPS (GB)","Tom Ward",75,,,,,,,,,,,
"SHADY DAME (GB)",2023,FILLY,"TOO DARN HOT (GB)","CALIFORNIA (IRE)",,82,,,,,,,,,,,
"SHAFDAR (IRE)",2022,GELDING,"MAKE BELIEVE (GB)","SHAFIA (FR)","Ian Williams",89,,,,,,,,,,,
"SHAFFRON (GB)",2022,FILLY,"SEA THE MOON (GER)","SHAMAKIYA (IRE)","David Menuisier",60,,,,,,,,,,,
"SHAFI (IRE)",2023,COLT,"CALYX (GB)","FOUND YOU (USA)",,73,,,,,,,,,,,
"SHAGRAAN (IRE)",2021,GELDING,"SIOUX NATION (USA)","ANNIE FIOR (IRE)","Clive Cox",104,,,,,,,,,,,
"SHAH (IRE)",2022,GELDING,"SEA THE STARS (IRE)","SHAHAH (GB)",,87,,,,,,,,,,,
"SHAHBAZ (IRE)",2020,GELDING,"FREE EAGLE (IRE)","MIDDLE PERSIA (GB)","Archie Watson",60,,,,,,,,,,,
"SHAHIK (GB)",2023,GELDING,"SHOWCASING (GB)","MUSICAL ART (IRE)","Michael Keady",65,,,,,,,,,,,
"SHAKEYATAILFEATHER (IRE)",2019,FILLY,"WORKFORCE (GB)","BENEFIT LODGE (IRE)","Dan Skelton",,,,,,,123,,,,,
